,stations.num,dts,prcp
73345,11,6/18/1978,0
73346,11,6/19/1978,0
73347,11,6/20/1978,0.08
73348,11,6/21/1978,0.64
73349,11,6/22/1978,0.56
73350,11,6/23/1978,0.08
73351,11,6/24/1978,0.04
73352,11,6/25/1978,0.12
73353,11,6/26/1978,0.04
73354,11,6/27/1978,0
73355,11,6/28/1978,0.04
73356,11,6/29/1978,0.08
73357,11,6/30/1978,0
73358,11,7/1/1978,0.98
73359,11,7/2/1978,0.2
73360,11,7/3/1978,0.04
73361,11,7/4/1978,0.04
73362,11,7/5/1978,0.16
73363,11,7/6/1978,0
73364,11,7/7/1978,0.01
73365,11,7/8/1978,0.08
73366,11,7/9/1978,0.98
73367,11,7/10/1978,0
73368,11,7/11/1978,0
73369,11,7/12/1978,0.98
73370,11,7/13/1978,0
73371,11,7/14/1978,0.98
73372,11,7/15/1978,0.98
73373,11,7/16/1978,0.98
73374,11,7/17/1978,0
73375,11,7/18/1978,0
73376,11,7/19/1978,0.02
73377,11,7/20/1978,0.01
73378,11,7/21/1978,0.98
73379,11,7/22/1978,0
73380,11,7/23/1978,0
73381,11,7/24/1978,0.98
73382,11,7/25/1978,0
73383,11,7/26/1978,0.98
73384,11,7/27/1978,0.98
73385,11,7/28/1978,0
73386,11,7/29/1978,0
73387,11,7/30/1978,0
73388,11,7/31/1978,0
73389,11,8/1/1978,0.98
73390,11,8/2/1978,0
73391,11,8/3/1978,0.02
73392,11,8/4/1978,0.01
73393,11,8/5/1978,0.02
73394,11,8/6/1978,0
73395,11,8/7/1978,0.01
73396,11,8/8/1978,0.2
73397,11,8/9/1978,0
73398,11,8/10/1978,0.98
73399,11,8/11/1978,0
73400,11,8/12/1978,0.02
73401,11,8/13/1978,0
73402,11,8/14/1978,0
73403,11,8/15/1978,0.12
73404,11,8/16/1978,0
73405,11,8/17/1978,0.98
73406,11,8/18/1978,0
73407,11,8/19/1978,0
73408,11,8/20/1978,0
73409,11,8/21/1978,0.98
73410,11,8/22/1978,0.98
73411,11,8/23/1978,0
73412,11,8/24/1978,0
73413,11,8/25/1978,0
73414,11,8/26/1978,0
73415,11,8/27/1978,0
73416,11,8/28/1978,0.12
73417,11,8/29/1978,0.59
73418,11,8/30/1978,0.12
73419,11,8/31/1978,0.12
73420,11,9/1/1978,0.06
73421,11,9/2/1978,0.04
73422,11,9/3/1978,0.02
73423,11,9/4/1978,0
73424,11,9/5/1978,0
73425,11,9/6/1978,0.01
73426,11,9/7/1978,0.02
73427,11,9/8/1978,0.04
73428,11,9/9/1978,0
73429,11,9/10/1978,0.02
73430,11,9/11/1978,0.16
73431,11,9/12/1978,0
73432,11,9/13/1978,0.24
73433,11,9/14/1978,0
73434,11,9/15/1978,0
73435,11,9/16/1978,0
73436,11,9/17/1978,0
73437,11,9/18/1978,0.04
73438,11,9/19/1978,0
73439,11,9/20/1978,0
73440,11,9/21/1978,0
73441,11,9/22/1978,0
73442,11,9/23/1978,0
73443,11,9/24/1978,0.16
73444,11,9/25/1978,0.04
73445,11,9/26/1978,0.2
73446,11,9/27/1978,0.2
73447,11,9/28/1978,0.51
73448,11,9/29/1978,0.87
73449,11,9/30/1978,0.16
73450,11,10/1/1978,0
73451,11,10/2/1978,0
73452,11,10/3/1978,0
73453,11,10/4/1978,0.01
73454,11,10/5/1978,0
73455,11,10/6/1978,0
73456,11,10/7/1978,0
73457,11,10/8/1978,0
73458,11,10/9/1978,0
73459,11,10/10/1978,0
73460,11,10/11/1978,0
73461,11,10/12/1978,0
73462,11,10/13/1978,0.98
73463,11,10/14/1978,0
73464,11,10/15/1978,0.02
73465,11,10/16/1978,0.2
73466,11,10/17/1978,0
73467,11,10/18/1978,0
73468,11,10/19/1978,0.04
73469,11,10/20/1978,0.04
73470,11,10/21/1978,0.16
73471,11,10/22/1978,0
73472,11,10/23/1978,0
73473,11,10/24/1978,0
73474,11,10/25/1978,0.2
73475,11,10/26/1978,0.02
73476,11,10/27/1978,0.01
73477,11,10/28/1978,0
73478,11,10/29/1978,0
73479,11,10/30/1978,0
73480,11,10/31/1978,0
73481,11,11/1/1978,0
73482,11,11/2/1978,0.2
73483,11,11/3/1978,0
73484,11,11/4/1978,0
73485,11,11/5/1978,0
73486,11,11/6/1978,0
73487,11,11/7/1978,0
73488,11,11/8/1978,0
73489,11,11/9/1978,0
73490,11,11/10/1978,0
73491,11,11/11/1978,0
73492,11,11/12/1978,0.04
73493,11,11/13/1978,0
73494,11,11/14/1978,0
73495,11,11/15/1978,0
73496,11,11/16/1978,0.02
73497,11,11/17/1978,0.02
73498,11,11/18/1978,0
73499,11,11/19/1978,0.12
73500,11,11/20/1978,0.04
73501,11,11/21/1978,0.04
73502,11,11/22/1978,0
73503,11,11/23/1978,0
73504,11,11/24/1978,0.16
73505,11,11/25/1978,0.24
73506,11,11/26/1978,0.08
73507,11,11/27/1978,0.12
73508,11,11/28/1978,0
73509,11,11/29/1978,0.02
73510,11,11/30/1978,0
73511,11,12/1/1978,0
73512,11,12/2/1978,0
73513,11,12/3/1978,0.13
73514,11,12/4/1978,0
73515,11,12/5/1978,0
73516,11,12/6/1978,0
73517,11,12/7/1978,0.16
73518,11,12/8/1978,0.02
73519,11,12/9/1978,0
73520,11,12/10/1978,0.04
73521,11,12/11/1978,0.12
73522,11,12/12/1978,0.16
73523,11,12/13/1978,0.59
73524,11,12/14/1978,0.67
73525,11,12/15/1978,0.24
73526,11,12/16/1978,0
73527,11,12/17/1978,0
73528,11,12/18/1978,0
73529,11,12/19/1978,0
73530,11,12/20/1978,0
73531,11,12/21/1978,0
73532,11,12/22/1978,0
73533,11,12/23/1978,0.24
73534,11,12/24/1978,0.04
73535,11,12/25/1978,0.28
73536,11,12/26/1978,0.06
73537,11,12/27/1978,0.24
73538,11,12/28/1978,0.47
73539,11,12/29/1978,0.2
73540,11,12/30/1978,0
73541,11,12/31/1978,0
73542,11,1/1/1979,0
73543,11,1/2/1979,0
73544,11,1/3/1979,0
73545,11,1/4/1979,0
73546,11,1/5/1979,0
73547,11,1/6/1979,0.04
73548,11,1/7/1979,0.39
73549,11,1/8/1979,0.16
73550,11,1/9/1979,0.16
73551,11,1/10/1979,0.12
73552,11,1/11/1979,0.08
73553,11,1/12/1979,0.04
73554,11,1/13/1979,0
73555,11,1/14/1979,0
73556,11,1/15/1979,0
73557,11,1/16/1979,0
73558,11,1/17/1979,0
73559,11,1/18/1979,0
73560,11,1/19/1979,0.12
73561,11,1/20/1979,0
73562,11,1/21/1979,0
73563,11,1/22/1979,0.31
73564,11,1/23/1979,0.28
73565,11,1/24/1979,0
73566,11,1/25/1979,0.24
73567,11,1/26/1979,0
73568,11,1/27/1979,0
73569,11,1/28/1979,0.08
73570,11,1/29/1979,0.04
73571,11,1/30/1979,0.04
73572,11,1/31/1979,0.02
73573,11,2/1/1979,0.75
73574,11,2/2/1979,0
73575,11,2/3/1979,0
73576,11,2/4/1979,0
73577,11,2/5/1979,0
73578,11,2/6/1979,0.12
73579,11,2/7/1979,0.24
73580,11,2/8/1979,0
73581,11,2/9/1979,0
73582,11,2/10/1979,0
73583,11,2/11/1979,0.2
73584,11,2/12/1979,0.16
73585,11,2/13/1979,0.14
73586,11,2/14/1979,0
73587,11,2/15/1979,0
73588,11,2/16/1979,0
73589,11,2/17/1979,0.02
73590,11,2/18/1979,0
73591,11,2/19/1979,0
73592,11,2/20/1979,0
73593,11,2/21/1979,0
73594,11,2/22/1979,0.24
73595,11,2/23/1979,0.02
73596,11,2/24/1979,0
73597,11,2/25/1979,0
73598,11,2/26/1979,0
73599,11,2/27/1979,0
73600,11,2/28/1979,0
73601,11,3/1/1979,0.2
73602,11,3/2/1979,0.01
73603,11,3/3/1979,0.47
73604,11,3/4/1979,0
73605,11,3/5/1979,0
73606,11,3/6/1979,0.17
73607,11,3/7/1979,0
73608,11,3/8/1979,0.43
73609,11,3/9/1979,0.03
73610,11,3/10/1979,0.12
73611,11,3/11/1979,0.08
73612,11,3/12/1979,0.16
73613,11,3/13/1979,0.09
73614,11,3/14/1979,0.39
73615,11,3/15/1979,0.12
73616,11,3/16/1979,0
73617,11,3/17/1979,0
73618,11,3/18/1979,0
73619,11,3/19/1979,0.01
73620,11,3/20/1979,0.12
73621,11,3/21/1979,0.24
73622,11,3/22/1979,0
73623,11,3/23/1979,0
73624,11,3/24/1979,0.24
73625,11,3/25/1979,0.06
73626,11,3/26/1979,0.24
73627,11,3/27/1979,0.33
73628,11,3/28/1979,0
73629,11,3/29/1979,0.08
73630,11,3/30/1979,0
73631,11,3/31/1979,0.06
73632,11,4/1/1979,0.06
73633,11,4/2/1979,0.47
73634,11,4/3/1979,0
73635,11,4/4/1979,0
73636,11,4/5/1979,0.12
73637,11,4/6/1979,0
73638,11,4/7/1979,0
73639,11,4/8/1979,0
73640,11,4/9/1979,0
73641,11,4/10/1979,0
73642,11,4/11/1979,0.06
73643,11,4/12/1979,0.08
73644,11,4/13/1979,0
73645,11,4/14/1979,0
73646,11,4/15/1979,0.06
73647,11,4/16/1979,0.03
73648,11,4/17/1979,0
73649,11,4/18/1979,0
73650,11,4/19/1979,0.28
73651,11,4/20/1979,0.02
73652,11,4/21/1979,0.28
73653,11,4/22/1979,0.2
73654,11,4/23/1979,0.05
73655,11,4/24/1979,0.31
73656,11,4/25/1979,0.08
73657,11,4/26/1979,0.01
73658,11,4/27/1979,0.24
73659,11,4/28/1979,0.08
73660,11,4/29/1979,0.48
73661,11,4/30/1979,0.17
73662,11,5/1/1979,0.55
73663,11,5/2/1979,0.2
73664,11,5/3/1979,0.63
73665,11,5/4/1979,0
73666,11,5/5/1979,0.02
73667,11,5/6/1979,0
73668,11,5/7/1979,0
73669,11,5/8/1979,0
73670,11,5/9/1979,0
73671,11,5/10/1979,0.35
73672,11,5/11/1979,0.04
73673,11,5/12/1979,0
73674,11,5/13/1979,0
73675,11,5/14/1979,0
73676,11,5/15/1979,0
73677,11,5/16/1979,0.04
73678,11,5/17/1979,0.08
73679,11,5/18/1979,0
73680,11,5/19/1979,0.01
73681,11,5/20/1979,0
73682,11,5/21/1979,0.12
73683,11,5/22/1979,0.39
73684,11,5/23/1979,0
73685,11,5/24/1979,0.2
73686,11,5/25/1979,0.16
73687,11,5/26/1979,0.08
73688,11,5/27/1979,0
73689,11,5/28/1979,0.16
73690,11,5/29/1979,0
73691,11,5/30/1979,0.63
73692,11,5/31/1979,0.59
73693,11,6/1/1979,0
73694,11,6/2/1979,0
73695,11,6/3/1979,0.67
73696,11,6/4/1979,0
73697,11,6/5/1979,0
73698,11,6/6/1979,0.35
73699,11,6/7/1979,0.08
73700,11,6/8/1979,0
73701,11,6/9/1979,0
73702,11,6/10/1979,0.24
73703,11,6/11/1979,0
73704,11,6/12/1979,0.39
73705,11,6/13/1979,0.41
73706,11,6/14/1979,0.35
73707,11,6/15/1979,0
73708,11,6/16/1979,0
73709,11,6/17/1979,0
73710,11,6/18/1979,0
73711,11,6/19/1979,0
73712,11,6/20/1979,0
73713,11,6/21/1979,0.04
73714,11,6/22/1979,0
73715,11,6/23/1979,0.2
73716,11,6/24/1979,0.12
73717,11,6/25/1979,0.01
73718,11,6/26/1979,0
73719,11,6/27/1979,0
73720,11,6/28/1979,0.06
73721,11,6/29/1979,0
73722,11,6/30/1979,0
73723,11,7/1/1979,0
73724,11,7/2/1979,0
73725,11,7/3/1979,0
73726,11,7/4/1979,0
73727,11,7/5/1979,0
73728,11,7/6/1979,0.04
73729,11,7/7/1979,0.08
73730,11,7/8/1979,0.16
73731,11,7/9/1979,0
73732,11,7/10/1979,0
73733,11,7/11/1979,0
73734,11,7/12/1979,0.01
73735,11,7/13/1979,0
73736,11,7/14/1979,0
73737,11,7/15/1979,0
73738,11,7/16/1979,0.02
73739,11,7/17/1979,0.16
73740,11,7/18/1979,0
73741,11,7/19/1979,0
73742,11,7/20/1979,0.28
73743,11,7/21/1979,0.04
73744,11,7/22/1979,0.02
73745,11,7/23/1979,0
73746,11,7/24/1979,0
73747,11,7/25/1979,0
73748,11,7/26/1979,0
73749,11,7/27/1979,0
73750,11,7/28/1979,0.24
73751,11,7/29/1979,0.01
73752,11,7/30/1979,0.02
73753,11,7/31/1979,0
73754,11,8/1/1979,0
73755,11,8/2/1979,0.04
73756,11,8/3/1979,0
73757,11,8/4/1979,0
73758,11,8/5/1979,0
73759,11,8/6/1979,0
73760,11,8/7/1979,0.28
73761,11,8/8/1979,0.35
73762,11,8/9/1979,0
73763,11,8/10/1979,0.02
73764,11,8/11/1979,0.02
73765,11,8/12/1979,0
73766,11,8/13/1979,0
73767,11,8/14/1979,0
73768,11,8/15/1979,0
73769,11,8/16/1979,0.12
73770,11,8/17/1979,0.08
73771,11,8/18/1979,0
73772,11,8/19/1979,0
73773,11,8/20/1979,0.08
73774,11,8/21/1979,0
73775,11,8/22/1979,0
73776,11,8/23/1979,0.17
73777,11,8/24/1979,0.31
73778,11,8/25/1979,0.33
73779,11,8/26/1979,0.09
73780,11,8/27/1979,0
73781,11,8/28/1979,0
73782,11,8/29/1979,0
73783,11,8/30/1979,0
73784,11,8/31/1979,0
73785,11,9/1/1979,0.02
73786,11,9/2/1979,0.47
73787,11,9/3/1979,0
73788,11,9/4/1979,0
73789,11,9/5/1979,0
73790,11,9/6/1979,0
73791,11,9/7/1979,0
73792,11,9/8/1979,0
73793,11,9/9/1979,0
73794,11,9/10/1979,0
73795,11,9/11/1979,0
73796,11,9/12/1979,0
73797,11,9/13/1979,0
73798,11,9/14/1979,0.08
73799,11,9/15/1979,0
73800,11,9/16/1979,0
73801,11,9/17/1979,0.12
73802,11,9/18/1979,0.24
73803,11,9/19/1979,0.01
73804,11,9/20/1979,0
73805,11,9/21/1979,0
73806,11,9/22/1979,0
73807,11,9/23/1979,0.09
73808,11,9/24/1979,0
73809,11,9/25/1979,0.01
73810,11,9/26/1979,0.08
73811,11,9/27/1979,0
73812,11,9/28/1979,0
73813,11,9/29/1979,0
73814,11,9/30/1979,0
73815,11,10/1/1979,0
73816,11,10/2/1979,0.04
73817,11,10/3/1979,0
73818,11,10/4/1979,0.05
73819,11,10/5/1979,0
73820,11,10/6/1979,0
73821,11,10/7/1979,0
73822,11,10/8/1979,0
73823,11,10/9/1979,0.01
73824,11,10/10/1979,0.14
73825,11,10/11/1979,0.59
73826,11,10/12/1979,0.02
73827,11,10/13/1979,0.16
73828,11,10/14/1979,0.39
73829,11,10/15/1979,0.12
73830,11,10/16/1979,0
73831,11,10/17/1979,0.13
73832,11,10/18/1979,0
73833,11,10/19/1979,0
73834,11,10/20/1979,0
73835,11,10/21/1979,0
73836,11,10/22/1979,0
73837,11,10/23/1979,0
73838,11,10/24/1979,0
73839,11,10/25/1979,0
73840,11,10/26/1979,0
73841,11,10/27/1979,0
73842,11,10/28/1979,0.04
73843,11,10/29/1979,0
73844,11,10/30/1979,0.35
73845,11,10/31/1979,0.21
73846,11,11/1/1979,0.02
73847,11,11/2/1979,0.02
73848,11,11/3/1979,0.37
73849,11,11/4/1979,0.67
73850,11,11/5/1979,0.28
73851,11,11/6/1979,0.2
73852,11,11/7/1979,0.18
73853,11,11/8/1979,0.16
73854,11,11/9/1979,0.24
73855,11,11/10/1979,0.1
73856,11,11/11/1979,0.16
73857,11,11/12/1979,0
73858,11,11/13/1979,0.04
73859,11,11/14/1979,0
73860,11,11/15/1979,0
73861,11,11/16/1979,0
73862,11,11/17/1979,0.16
73863,11,11/18/1979,0.02
73864,11,11/19/1979,0
73865,11,11/20/1979,0
73866,11,11/21/1979,0
73867,11,11/22/1979,0
73868,11,11/23/1979,0.04
73869,11,11/24/1979,0
73870,11,11/25/1979,0.04
73871,11,11/26/1979,0
73872,11,11/27/1979,0
73873,11,11/28/1979,0
73874,11,11/29/1979,0.12
73875,11,11/30/1979,0.04
73876,11,12/1/1979,0
73877,11,12/2/1979,0
73878,11,12/3/1979,0
73879,11,12/4/1979,0.08
73880,11,12/5/1979,0.08
73881,11,12/6/1979,0.08
73882,11,12/7/1979,0.47
73883,11,12/8/1979,0.2
73884,11,12/9/1979,0.24
73885,11,12/10/1979,0.43
73886,11,12/11/1979,0.08
73887,11,12/12/1979,0.28
73888,11,12/13/1979,0.59
73889,11,12/14/1979,0.39
73890,11,12/15/1979,0.08
73891,11,12/16/1979,0.05
73892,11,12/17/1979,0.12
73893,11,12/18/1979,0
73894,11,12/19/1979,0.04
73895,11,12/20/1979,0.08
73896,11,12/21/1979,0
73897,11,12/22/1979,0.04
73898,11,12/23/1979,0.08
73899,11,12/24/1979,0.04
73900,11,12/25/1979,0
73901,11,12/26/1979,0.01
73902,11,12/27/1979,0.59
73903,11,12/28/1979,0.2
73904,11,12/29/1979,0.79
73905,11,12/30/1979,0.06
73906,11,12/31/1979,0.16
73907,11,1/1/1980,0.06
73908,11,1/2/1980,0.01
73909,11,1/3/1980,0.28
73910,11,1/4/1980,0.12
73911,11,1/5/1980,0.16
73912,11,1/6/1980,0.16
73913,11,1/7/1980,0.04
73914,11,1/8/1980,0
73915,11,1/9/1980,0
73916,11,1/10/1980,0
73917,11,1/11/1980,0
73918,11,1/12/1980,0
73919,11,1/13/1980,0
73920,11,1/14/1980,0
73921,11,1/15/1980,0
73922,11,1/16/1980,0
73923,11,1/17/1980,0
73924,11,1/18/1980,0
73925,11,1/19/1980,0
73926,11,1/20/1980,0.21
73927,11,1/21/1980,0.04
73928,11,1/22/1980,0.04
73929,11,1/23/1980,0.01
73930,11,1/24/1980,0.08
73931,11,1/25/1980,0.04
73932,11,1/26/1980,0.02
73933,11,1/27/1980,0.12
73934,11,1/28/1980,0.02
73935,11,1/29/1980,0.02
73936,11,1/30/1980,0.47
73937,11,1/31/1980,0.51
73938,11,2/1/1980,0.43
73939,11,2/2/1980,0.2
73940,11,2/3/1980,0.2
73941,11,2/4/1980,0.51
73942,11,2/5/1980,0.12
73943,11,2/6/1980,0.06
73944,11,2/7/1980,0.04
73945,11,2/8/1980,0
73946,11,2/9/1980,0.02
73947,11,2/10/1980,0.03
73948,11,2/11/1980,0.01
73949,11,2/12/1980,0
73950,11,2/13/1980,0.01
73951,11,2/14/1980,0.08
73952,11,2/15/1980,0.08
73953,11,2/16/1980,0
73954,11,2/17/1980,0
73955,11,2/18/1980,0
73956,11,2/19/1980,0
73957,11,2/20/1980,0
73958,11,2/21/1980,0
73959,11,2/22/1980,0.09
73960,11,2/23/1980,0
73961,11,2/24/1980,0
73962,11,2/25/1980,0
73963,11,2/26/1980,0
73964,11,2/27/1980,0
73965,11,2/28/1980,0
73966,11,2/29/1980,0
73967,11,3/1/1980,0
73968,11,3/2/1980,0.04
73969,11,3/3/1980,0.02
73970,11,3/4/1980,0
73971,11,3/5/1980,0.2
73972,11,3/6/1980,0.35
73973,11,3/7/1980,0.17
73974,11,3/8/1980,0
73975,11,3/9/1980,0.02
73976,11,3/10/1980,0.08
73977,11,3/11/1980,0.43
73978,11,3/12/1980,0.28
73979,11,3/13/1980,0.4
73980,11,3/14/1980,0
73981,11,3/15/1980,0
73982,11,3/16/1980,0
73983,11,3/17/1980,0
73984,11,3/18/1980,0
73985,11,3/19/1980,0
73986,11,3/20/1980,0
73987,11,3/21/1980,0.02
73988,11,3/22/1980,0
73989,11,3/23/1980,0
73990,11,3/24/1980,0.04
73991,11,3/25/1980,0.01
73992,11,3/26/1980,0.28
73993,11,3/27/1980,0.12
73994,11,3/28/1980,0.28
73995,11,3/29/1980,0
73996,11,3/30/1980,0
73997,11,3/31/1980,0.28
73998,11,4/1/1980,1.06
73999,11,4/2/1980,0.04
74000,11,4/3/1980,0
74001,11,4/4/1980,0
74002,11,4/5/1980,0
74003,11,4/6/1980,0
74004,11,4/7/1980,0.08
74005,11,4/8/1980,0.01
74006,11,4/9/1980,0.04
74007,11,4/10/1980,0
74008,11,4/11/1980,0
74009,11,4/12/1980,0
74010,11,4/13/1980,0
74011,11,4/14/1980,0
74012,11,4/15/1980,0
74013,11,4/16/1980,0
74014,11,4/17/1980,0.02
74015,11,4/18/1980,0.03
74016,11,4/19/1980,0.17
74017,11,4/20/1980,0.04
74018,11,4/21/1980,0
74019,11,4/22/1980,0
74020,11,4/23/1980,0
74021,11,4/24/1980,0.08
74022,11,4/25/1980,0.14
74023,11,4/26/1980,0.04
74024,11,4/27/1980,0
74025,11,4/28/1980,0.08
74026,11,4/29/1980,0
74027,11,4/30/1980,0
74028,11,5/1/1980,0
74029,11,5/2/1980,0
74030,11,5/3/1980,0
74031,11,5/4/1980,0
74032,11,5/5/1980,0.02
74033,11,5/6/1980,0
74034,11,5/7/1980,0
74035,11,5/8/1980,0
74036,11,5/9/1980,0
74037,11,5/10/1980,0
74038,11,5/11/1980,0
74039,11,5/12/1980,0
74040,11,5/13/1980,0
74041,11,5/14/1980,0
74042,11,5/15/1980,0
74043,11,5/16/1980,0
74044,11,5/17/1980,0
74045,11,5/18/1980,0
74046,11,5/19/1980,0
74047,11,5/20/1980,0
74048,11,5/21/1980,0
74049,11,5/22/1980,0
74050,11,5/23/1980,0.01
74051,11,5/24/1980,0.01
74052,11,5/25/1980,0
74053,11,5/26/1980,0
74054,11,5/27/1980,0.04
74055,11,5/28/1980,0.05
74056,11,5/29/1980,0.04
74057,11,5/30/1980,0.28
74058,11,5/31/1980,0.09
74059,11,6/1/1980,0
74060,11,6/2/1980,0.06
74061,11,6/3/1980,0
74062,11,6/4/1980,0
74063,11,6/5/1980,0
74064,11,6/6/1980,0.04
74065,11,6/7/1980,0
74066,11,6/8/1980,0
74067,11,6/9/1980,0
74068,11,6/10/1980,0.06
74069,11,6/11/1980,0
74070,11,6/12/1980,0
74071,11,6/13/1980,0.04
74072,11,6/14/1980,0.12
74073,11,6/15/1980,0.12
74074,11,6/16/1980,0.24
74075,11,6/17/1980,0.17
74076,11,6/18/1980,0.04
74077,11,6/19/1980,0.51
74078,11,6/20/1980,0.22
74079,11,6/21/1980,0.83
74080,11,6/22/1980,0.16
74081,11,6/23/1980,0.16
74082,11,6/24/1980,0.12
74083,11,6/25/1980,0.28
74084,11,6/26/1980,0.04
74085,11,6/27/1980,0.16
74086,11,6/28/1980,0.12
74087,11,6/29/1980,0
74088,11,6/30/1980,0.63
74089,11,7/1/1980,0.2
74090,11,7/2/1980,0
74091,11,7/3/1980,0.04
74092,11,7/4/1980,0.02
74093,11,7/5/1980,0
74094,11,7/6/1980,1.1
74095,11,7/7/1980,0.31
74096,11,7/8/1980,0.43
74097,11,7/9/1980,0.55
74098,11,7/10/1980,0.02
74099,11,7/11/1980,0.08
74100,11,7/12/1980,0.59
74101,11,7/13/1980,0.71
74102,11,7/14/1980,0
74103,11,7/15/1980,0.04
74104,11,7/16/1980,0
74105,11,7/17/1980,0.12
74106,11,7/18/1980,0.43
74107,11,7/19/1980,0.24
74108,11,7/20/1980,0.2
74109,11,7/21/1980,0
74110,11,7/22/1980,0
74111,11,7/23/1980,0
74112,11,7/24/1980,0
74113,11,7/25/1980,0
74114,11,7/26/1980,0.01
74115,11,7/27/1980,0
74116,11,7/28/1980,0
74117,11,7/29/1980,0.04
74118,11,7/30/1980,0
74119,11,7/31/1980,0
74120,11,8/1/1980,0.01
74121,11,8/2/1980,0
74122,11,8/3/1980,0
74123,11,8/4/1980,0.06
74124,11,8/5/1980,0
74125,11,8/6/1980,0
74126,11,8/7/1980,0.01
74127,11,8/8/1980,0
74128,11,8/9/1980,0
74129,11,8/10/1980,0.02
74130,11,8/11/1980,0.55
74131,11,8/12/1980,0
74132,11,8/13/1980,0.24
74133,11,8/14/1980,0.51
74134,11,8/15/1980,0
74135,11,8/16/1980,0
74136,11,8/17/1980,0
74137,11,8/18/1980,0
74138,11,8/19/1980,0
74139,11,8/20/1980,0.16
74140,11,8/21/1980,0.02
74141,11,8/22/1980,0.14
74142,11,8/23/1980,0.12
74143,11,8/24/1980,0
74144,11,8/25/1980,0
74145,11,8/26/1980,0
74146,11,8/27/1980,0
74147,11,8/28/1980,0.08
74148,11,8/29/1980,0.24
74149,11,8/30/1980,0.39
74150,11,8/31/1980,0
74151,11,9/1/1980,0
74152,11,9/2/1980,0
74153,11,9/3/1980,0
74154,11,9/4/1980,0
74155,11,9/5/1980,0.16
74156,11,9/6/1980,0
74157,11,9/7/1980,0
74158,11,9/8/1980,0.08
74159,11,9/9/1980,0.12
74160,11,9/10/1980,0.35
74161,11,9/11/1980,0.04
74162,11,9/12/1980,0.06
74163,11,9/13/1980,0.39
74164,11,9/14/1980,0.16
74165,11,9/15/1980,0
74166,11,9/16/1980,0.08
74167,11,9/17/1980,0
74168,11,9/18/1980,0
74169,11,9/19/1980,0
74170,11,9/20/1980,0
74171,11,9/21/1980,0
74172,11,9/22/1980,0
74173,11,9/23/1980,0.04
74174,11,9/24/1980,0
74175,11,9/25/1980,0
74176,11,9/26/1980,0.01
74177,11,9/27/1980,0
74178,11,9/28/1980,0
74179,11,9/29/1980,0.04
74180,11,9/30/1980,0
74181,11,10/1/1980,0.08
74182,11,10/2/1980,0
74183,11,10/3/1980,0.02
74184,11,10/4/1980,0
74185,11,10/5/1980,0.16
74186,11,10/6/1980,0.91
74187,11,10/7/1980,0.24
74188,11,10/8/1980,0.08
74189,11,10/9/1980,0.04
74190,11,10/10/1980,0
74191,11,10/11/1980,0
74192,11,10/12/1980,0
74193,11,10/13/1980,0
74194,11,10/14/1980,0
74195,11,10/15/1980,0
74196,11,10/16/1980,0.13
74197,11,10/17/1980,0.03
74198,11,10/18/1980,0.47
74199,11,10/19/1980,0
74200,11,10/20/1980,0.01
74201,11,10/21/1980,0.01
74202,11,10/22/1980,0.12
74203,11,10/23/1980,0.04
74204,11,10/24/1980,0.28
74205,11,10/25/1980,0.04
74206,11,10/26/1980,0.12
74207,11,10/27/1980,0.01
74208,11,10/28/1980,0.52
74209,11,10/29/1980,0.08
74210,11,10/30/1980,0
74211,11,10/31/1980,0
74212,11,11/1/1980,0
74213,11,11/2/1980,0
74214,11,11/3/1980,0
74215,11,11/4/1980,0
74216,11,11/5/1980,0
74217,11,11/6/1980,0.39
74218,11,11/7/1980,0
74219,11,11/8/1980,0
74220,11,11/9/1980,0
74221,11,11/10/1980,0.12
74222,11,11/11/1980,0.31
74223,11,11/12/1980,0.06
74224,11,11/13/1980,0.16
74225,11,11/14/1980,0.67
74226,11,11/15/1980,0.08
74227,11,11/16/1980,0
74228,11,11/17/1980,0.12
74229,11,11/18/1980,0.08
74230,11,11/19/1980,0.08
74231,11,11/20/1980,0
74232,11,11/21/1980,0.03
74233,11,11/22/1980,0.28
74234,11,11/23/1980,0.02
74235,11,11/24/1980,0.01
74236,11,11/25/1980,0.04
74237,11,11/26/1980,0.12
74238,11,11/27/1980,0.43
74239,11,11/28/1980,0.29
74240,11,11/29/1980,0
74241,11,11/30/1980,0
74242,11,12/1/1980,0.12
74243,11,12/2/1980,0.06
74244,11,12/3/1980,0.2
74245,11,12/4/1980,0.28
74246,11,12/5/1980,0.22
74247,11,12/6/1980,0.21
74248,11,12/7/1980,0
74249,11,12/8/1980,0
74250,11,12/9/1980,0
74251,11,12/10/1980,0.12
74252,11,12/11/1980,0
74253,11,12/12/1980,0.08
74254,11,12/13/1980,0.08
74255,11,12/14/1980,0.24
74256,11,12/15/1980,0.12
74257,11,12/16/1980,0.08
74258,11,12/17/1980,0.75
74259,11,12/18/1980,0.08
74260,11,12/19/1980,0.31
74261,11,12/20/1980,0.2
74262,11,12/21/1980,0.01
74263,11,12/22/1980,0.12
74264,11,12/23/1980,0
74265,11,12/24/1980,0.08
74266,11,12/25/1980,0.02
74267,11,12/26/1980,0.08
74268,11,12/27/1980,0
74269,11,12/28/1980,0.03
74270,11,12/29/1980,0
74271,11,12/30/1980,0
74272,11,12/31/1980,0.2
74273,11,1/1/1981,0.55
74274,11,1/2/1981,0.55
